company,outreach_wave,wave_name,classification_category,manual_review,send_policy,wave_reason
Vertafore,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Vertice,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Vestas,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Vienna Insurance Group,Wave 5,"Regulated, critical, and long-cycle sectors","Regulated, critical, infrastructure, or long-cycle sector",no,slow_verified_only,"Large budget but slower procurement, higher compliance load, or sensitive operational context."
Visier,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Viz.ai,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Vocabulary.com,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Vodafone,Wave 5,"Regulated, critical, and long-cycle sectors","Regulated, critical, infrastructure, or long-cycle sector",no,slow_verified_only,"Large budget but slower procurement, higher compliance load, or sensitive operational context."
Volvo Cars,Wave 5,"Regulated, critical, and long-cycle sectors","Regulated, critical, infrastructure, or long-cycle sector",no,slow_verified_only,"Large budget but slower procurement, higher compliance load, or sensitive operational context."
W. R. Berkley,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
WTW,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Walmart,Wave 5,"Regulated, critical, and long-cycle sectors","Regulated, critical, infrastructure, or long-cycle sector",no,slow_verified_only,"Large budget but slower procurement, higher compliance load, or sensitive operational context."
Walmart Global Tech,Wave 5,"Regulated, critical, and long-cycle sectors","Regulated, critical, infrastructure, or long-cycle sector",no,slow_verified_only,"Large budget but slower procurement, higher compliance load, or sensitive operational context."
Waymo,Wave 5,"Regulated, critical, and long-cycle sectors","Regulated, critical, infrastructure, or long-cycle sector",no,slow_verified_only,"Large budget but slower procurement, higher compliance load, or sensitive operational context."
Weaviate,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Wefox,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
WhyLabs,Wave 4,"Category validators, partners, and adjacent evaluators",Validator / partner / category reader,no,not_allowed_until_verified,"Adjacent evaluator, consultant, governance, security, or AI assurance category reader."
Wiley,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Wipro,Wave 4,"Category validators, partners, and adjacent evaluators",Validator / partner / category reader,no,not_allowed_until_verified,"Adjacent evaluator, consultant, governance, security, or AI assurance category reader."
Wise,Wave 2,Finance and devtools expansion,Finance / reconciliation or devtools expansion,no,not_allowed_until_verified,"Strong buyer fit, likely operational pain, but should follow Wave 1 learning."
Wiz,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Wolfram Alpha,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Workato,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Workday,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Workday Strategic Sourcing,Wave 3,"Support, procurement, and incident-response buyers",Support / procurement / incident-response buyer,no,not_allowed_until_verified,"Good vertical-pack fit with workflow handoff, false-completion, escalation, and recovery-path review."
Workhuman,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Workiva,Wave 1,Precision pilot seekers,Precision pilot seeker,no,not_allowed_until_verified,"Highest-fit near-term pilot target: agentic workflow, devtool, finance/reconciliation, or support automation pain."
Workleap,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
World Labs,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Writable,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Writer,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Wyzant,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
XPO,Wave 5,"Regulated, critical, and long-cycle sectors","Regulated, critical, infrastructure, or long-cycle sector",no,slow_verified_only,"Large budget but slower procurement, higher compliance load, or sensitive operational context."
Xello,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Xero,Wave 2,Finance and devtools expansion,Finance / reconciliation or devtools expansion,no,not_allowed_until_verified,"Strong buyer fit, likely operational pain, but should follow Wave 1 learning."
Zapier,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Zearn,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Zego,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Zencity,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Zendesk,Wave 3,"Support, procurement, and incident-response buyers",Support / procurement / incident-response buyer,no,not_allowed_until_verified,"Good vertical-pack fit with workflow handoff, false-completion, escalation, and recovery-path review."
Zendesk Sell,Wave 3,"Support, procurement, and incident-response buyers",Support / procurement / incident-response buyer,no,not_allowed_until_verified,"Good vertical-pack fit with workflow handoff, false-completion, escalation, and recovery-path review."
Zhipu AI,Wave 6,Reserve pool,Reserve pool with manual-review flag,yes,manual_individual_review_only,Sensitive or strategic company. Do not include in batch send.
Zilliz,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Zilliz / Milvus,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Zillow,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Zinnia,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Zip,Wave 2,Finance and devtools expansion,Finance / reconciliation or devtools expansion,no,not_allowed_until_verified,"Strong buyer fit, likely operational pain, but should follow Wave 1 learning."
Zoho,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Zoom,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
ZoomInfo,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Zoox,Wave 5,"Regulated, critical, and long-cycle sectors","Regulated, critical, infrastructure, or long-cycle sector",no,slow_verified_only,"Large budget but slower procurement, higher compliance load, or sensitive operational context."
Zscaler,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
Zuora,Wave 2,Finance and devtools expansion,Finance / reconciliation or devtools expansion,no,not_allowed_until_verified,"Strong buyer fit, likely operational pain, but should follow Wave 1 learning."
Zurich Insurance Group,Wave 5,"Regulated, critical, and long-cycle sectors","Regulated, critical, infrastructure, or long-cycle sector",no,slow_verified_only,"Large budget but slower procurement, higher compliance load, or sensitive operational context."
Zycus,Wave 3,"Support, procurement, and incident-response buyers",Support / procurement / incident-response buyer,no,not_allowed_until_verified,"Good vertical-pack fit with workflow handoff, false-completion, escalation, and recovery-path review."
eScribe,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
eSpark Learning,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
edX,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
i-Ready,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
iCIMS,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
iFlytek,Wave 6,Reserve pool,Reserve pool with manual-review flag,yes,manual_individual_review_only,Sensitive or strategic company. Do not include in batch send.
iMerit,Wave 4,"Category validators, partners, and adjacent evaluators",Validator / partner / category reader,no,not_allowed_until_verified,"Adjacent evaluator, consultant, governance, security, or AI assurance category reader."
incident.io,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
isolved,Wave 6,Reserve pool,Reserve pool,no,hold_until_better_evidence_or_specific_signal,"Valid company target, but not the strongest first-wave fit."
